full_name,entity_name,rustmath_location,implementation_type,reasoning
sage.rings.polynomial.pbori.pbori.red_tail,red_tail,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.reduction_strategy,reduction_strategy,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.set_random_seed,set_random_seed,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.substitute_variables,substitute_variables,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.top_index,top_index,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.unpickle_BooleanPolynomial,unpickle_BooleanPolynomial,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.unpickle_BooleanPolynomial0,unpickle_BooleanPolynomial0,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.unpickle_BooleanPolynomialRing,unpickle_BooleanPolynomialRing,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.zeros,zeros,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.plural,plural,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.plural.ExteriorAlgebra,ExteriorAlgebra,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.plural.ExteriorAlgebra_plural,ExteriorAlgebra_plural,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.plural.G_AlgFactory,G_AlgFactory,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.plural.NCPolynomialRing_plural,NCPolynomialRing_plural,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.plural.NCPolynomial_plural,NCPolynomial_plural,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.plural.SCA,SCA,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.plural.new_CRing,new_CRing,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.plural.new_NRing,new_NRing,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.plural.new_Ring,new_Ring,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.plural.unpickle_NCPolynomial_plural,unpickle_NCPolynomial_plural,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polydict,polydict,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.polydict.ETuple,ETuple,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polydict.PolyDict,PolyDict,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polydict.gen_index,gen_index,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polydict.make_ETuple,make_ETuple,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polydict.make_PolyDict,make_PolyDict,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polydict.monomial_exponent,monomial_exponent,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_compiled,polynomial_compiled,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.polynomial_compiled.CompiledPolynomialFunction,CompiledPolynomialFunction,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_compiled.abc_pd,abc_pd,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_compiled.add_pd,add_pd,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_compiled.binary_pd,binary_pd,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_compiled.coeff_pd,coeff_pd,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_compiled.dummy_pd,dummy_pd,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_compiled.generic_pd,generic_pd,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_compiled.mul_pd,mul_pd,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_compiled.pow_pd,pow_pd,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_compiled.sqr_pd,sqr_pd,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_compiled.unary_pd,unary_pd,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_compiled.univar_pd,univar_pd,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_compiled.var_pd,var_pd,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element,polynomial_element,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.polynomial_element.ConstantPolynomialSection,ConstantPolynomialSection,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element.Polynomial,Polynomial,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element.PolynomialBaseringInjection,PolynomialBaseringInjection,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element.Polynomial_generic_dense,Polynomial_generic_dense,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element.Polynomial_generic_dense_inexact,Polynomial_generic_dense_inexact,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element.generic_power_trunc,generic_power_trunc,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element.is_Polynomial,is_Polynomial,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element.make_generic_polynomial,make_generic_polynomial,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element.polynomial_is_variable,polynomial_is_variable,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element.universal_discriminant,universal_discriminant,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element_generic,polynomial_element_generic,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.polynomial_element_generic.Polynomial_generic_cdv,Polynomial_generic_cdv,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element_generic.Polynomial_generic_cdvf,Polynomial_generic_cdvf,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element_generic.Polynomial_generic_cdvr,Polynomial_generic_cdvr,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element_generic.Polynomial_generic_dense_cdv,Polynomial_generic_dense_cdv,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element_generic.Polynomial_generic_dense_cdvf,Polynomial_generic_dense_cdvf,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element_generic.Polynomial_generic_dense_cdvr,Polynomial_generic_dense_cdvr,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element_generic.Polynomial_generic_dense_field,Polynomial_generic_dense_field,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element_generic.Polynomial_generic_domain,Polynomial_generic_domain,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element_generic.Polynomial_generic_field,Polynomial_generic_field,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element_generic.Polynomial_generic_sparse,Polynomial_generic_sparse,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element_generic.Polynomial_generic_sparse_cdv,Polynomial_generic_sparse_cdv,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element_generic.Polynomial_generic_sparse_cdvf,Polynomial_generic_sparse_cdvf,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element_generic.Polynomial_generic_sparse_cdvr,Polynomial_generic_sparse_cdvr,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_element_generic.Polynomial_generic_sparse_field,Polynomial_generic_sparse_field,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_fateman,polynomial_fateman,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.polynomial_gf2x,polynomial_gf2x,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.polynomial_gf2x.GF2X_BuildIrred_list,GF2X_BuildIrred_list,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_gf2x.GF2X_BuildRandomIrred_list,GF2X_BuildRandomIrred_list,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_gf2x.GF2X_BuildSparseIrred_list,GF2X_BuildSparseIrred_list,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_gf2x.Polynomial_GF2X,Polynomial_GF2X,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_gf2x.Polynomial_template,Polynomial_template,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_gf2x.make_element,make_element,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_integer_dense_flint,polynomial_integer_dense_flint,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.polynomial_integer_dense_flint.Polynomial_integer_dense_flint,Polynomial_integer_dense_flint,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_integer_dense_ntl,polynomial_integer_dense_ntl,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.polynomial_integer_dense_ntl.Polynomial_integer_dense_ntl,Polynomial_integer_dense_ntl,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_modn_dense_ntl,polynomial_modn_dense_ntl,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.polynomial_modn_dense_ntl.Polynomial_dense_mod_n,Polynomial_dense_mod_n,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_modn_dense_ntl.Polynomial_dense_mod_p,Polynomial_dense_mod_p,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_modn_dense_ntl.Polynomial_dense_modn_ntl_ZZ,Polynomial_dense_modn_ntl_ZZ,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_modn_dense_ntl.Polynomial_dense_modn_ntl_zz,Polynomial_dense_modn_ntl_zz,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_modn_dense_ntl.make_element,make_element,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_modn_dense_ntl.small_roots,small_roots,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_number_field,polynomial_number_field,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.polynomial_number_field.Polynomial_absolute_number_field_dense,Polynomial_absolute_number_field_dense,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_number_field.Polynomial_relative_number_field_dense,Polynomial_relative_number_field_dense,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_quotient_ring,polynomial_quotient_ring,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.polynomial_quotient_ring.PolynomialQuotientRingFactory,PolynomialQuotientRingFactory,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_quotient_ring.PolynomialQuotientRing_coercion,PolynomialQuotientRing_coercion,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_quotient_ring.PolynomialQuotientRing_domain,PolynomialQuotientRing_domain,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_quotient_ring.PolynomialQuotientRing_field,PolynomialQuotientRing_field,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_quotient_ring.PolynomialQuotientRing_generic,PolynomialQuotientRing_generic,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_quotient_ring.is_PolynomialQuotientRing,is_PolynomialQuotientRing,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_quotient_ring_element,polynomial_quotient_ring_element,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.polynomial_quotient_ring_element.PolynomialQuotientRingElement,PolynomialQuotientRingElement,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_rational_flint,polynomial_rational_flint,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.polynomial_rational_flint.Polynomial_rational_flint,Polynomial_rational_flint,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_real_mpfr_dense,polynomial_real_mpfr_dense,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.polynomial_real_mpfr_dense.PolynomialRealDense,PolynomialRealDense,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_real_mpfr_dense.make_PolynomialRealDense,make_PolynomialRealDense,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_ring,polynomial_ring,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.polynomial_ring.PolynomialRing_cdvf,PolynomialRing_cdvf,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_ring.PolynomialRing_cdvr,PolynomialRing_cdvr,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_ring.PolynomialRing_commutative,PolynomialRing_commutative,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_ring.PolynomialRing_dense_finite_field,PolynomialRing_dense_finite_field,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_ring.PolynomialRing_dense_mod_n,PolynomialRing_dense_mod_n,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_ring.PolynomialRing_dense_mod_p,PolynomialRing_dense_mod_p,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_ring.PolynomialRing_dense_padic_field_capped_relative,PolynomialRing_dense_padic_field_capped_relative,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_ring.PolynomialRing_dense_padic_field_generic,PolynomialRing_dense_padic_field_generic,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.polynomial_ring.PolynomialRing_dense_padic_ring_capped_absolute,PolynomialRing_dense_padic_ring_capped_absolute,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
